IP Address,DNS Name,Vulnerability Name,CVE,Severity,Exploit Available,Patch Priority,Asset Exposure (on 1000),Vulnerability Finding,Summary,Description,Remediation,KB Links,Platform Details,First Discovered,Last Observed,Source Tools,Record Count
10.20.14.24,asset-004.corp.local,OpenSSL Security Update Available,CVE-2023-0286,Low,Yes,P2,370,OpenSSL Security Update Available detected on 10.20.14.24:443.,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,OpenSSL Security Update Available was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html | https://www.openssl.org/news/vulnerabilities.html | 95084 | https://www.openssl.org/news/vulnerabilities.html | 95124 | https://www.openssl.org/news/vulnerabilities.html | 95164,cpe:/a:mva:general | MVA Sample Repository | General | Appliance OS | Appliance OS | server | Appliance OS | Appliance OS | server | Appliance OS | Appliance OS | server | Network Appliance | SSL | tcp/443 | Network Appliance | SSL | tcp/443 | Network Appliance | SSL | tcp/443,2026-04-09,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.20.15.25,asset-005.corp.local,Remote Desktop Weak Encryption Enabled,,Critical,Yes,P1,980,Remote Desktop Weak Encryption Enabled detected on 10.20.15.25:3389.,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.tenable.com/plugins | https://www.qualys.com/research/security-alerts/ | 95085 | https://www.qualys.com/research/security-alerts/ | 95125 | https://www.qualys.com/research/security-alerts/ | 95165,cpe:/a:mva:windows | MVA Sample Repository | Windows | Windows Server 2019 | Windows Server 2019 | server | Windows Server 2019 | Windows Server 2019 | server | Windows Server 2019 | Windows Server 2019 | server | Windows Server 2019 | Windows | tcp/3389 | Windows Server 2019 | Windows | tcp/3389 | Windows Server 2019 | Windows | tcp/3389,2025-11-06,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.20.16.26,asset-006.corp.local,Nginx Security Update Available,CVE-2025-2345,High,Yes,P1,810,Nginx Security Update Available detected on 10.20.16.26:443.,Nginx Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://nginx.org/en/security_advisories.html | https://nginx.org/en/security_advisories.html | 95086 | https://nginx.org/en/security_advisories.html | 95126 | https://nginx.org/en/security_advisories.html | 95166,cpe:/a:mva:web_servers | MVA Sample Repository | Web Servers | Ubuntu 22.04 | Ubuntu 22.04 | server | Ubuntu 22.04 | Ubuntu 22.04 | server | Ubuntu 22.04 | Ubuntu 22.04 | server | Ubuntu 22.04 | Web Server | tcp/443 | Ubuntu 22.04 | Web Server | tcp/443 | Ubuntu 22.04 | Web Server | tcp/443,2026-04-11,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.20.17.27,asset-007.corp.local,SMB Signing Not Required,,Medium,No,P3,650,SMB Signing Not Required detected on 10.20.17.27:445.,SMB Signing Not Required may expose the affected service to unauthorized access or service disruption.,The finding increases attack surface and should be remediated through planned patching.,Require SMB signing through Group Policy and validate domain controller and member server policy refresh.,https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always | https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always | 95087 | https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always | 95127 | https://learn.microsoft.com/windows/security/threat-protection/security-policy-settings/microsoft-network-server-digitally-sign-communications-always | 95167,cpe:/a:mva:windows | MVA Sample Repository | Windows | RHEL 8 | RHEL 8 | server | RHEL 8 | RHEL 8 | server | RHEL 8 | RHEL 8 | server | RHEL 8 | Windows | tcp/445 | RHEL 8 | Windows | tcp/445 | RHEL 8 | Windows | tcp/445,2026-04-12,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.20.18.28,asset-008.corp.local,Oracle Java Unsupported Version,CVE-2024-20919,Low,Yes,P2,370,Oracle Java Unsupported Version detected on 10.20.18.28:0.,Oracle Java Unsupported Version may expose the affected service to unauthorized access or service disruption.,Oracle Java Unsupported Version was identified during the monthly vulnerability report.,Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://www.tenable.com/plugins | https://www.qualys.com/research/security-alerts/ | 95088 | https://www.qualys.com/research/security-alerts/ | 95128 | https://www.qualys.com/research/security-alerts/ | 95168,cpe:/a:mva:general | MVA Sample Repository | General | Appliance OS | Appliance OS | server | Appliance OS | Appliance OS | server | Appliance OS | Appliance OS | server | Network Appliance | General | tcp/0 | Network Appliance | General | tcp/0 | Network Appliance | General | tcp/0,2026-01-28,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.20.10.29,asset-009.corp.local,Linux Kernel Security Update Available,CVE-2024-1086,Critical,Yes,P1,980,Linux Kernel Security Update Available detected on 10.20.10.29:0.,Linux Kernel Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.tenable.com/plugins | https://www.qualys.com/research/security-alerts/ | 95089 | https://www.qualys.com/research/security-alerts/ | 95129 | https://www.qualys.com/research/security-alerts/ | 95169,cpe:/a:mva:linux | MVA Sample Repository | Linux | Windows Server 2019 | Windows Server 2019 | server | Windows Server 2019 | Windows Server 2019 | server | Windows Server 2019 | Windows Server 2019 | server | Windows Server 2019 | Linux | tcp/0 | Windows Server 2019 | Linux | tcp/0 | Windows Server 2019 | Linux | tcp/0,2026-04-14,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.20.11.30,asset-010.corp.local,TLS 1.0 Protocol Detection,,High,Yes,P1,810,TLS 1.0 Protocol Detection detected on 10.20.11.30:443.,TLS 1.0 Protocol Detection may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Disable TLS 1.0 and TLS 1.1, enable TLS 1.2 or later, then restart the affected service.",https://www.tenable.com/plugins | https://www.qualys.com/research/security-alerts/ | 95090 | https://www.qualys.com/research/security-alerts/ | 95130 | https://www.qualys.com/research/security-alerts/ | 95170,cpe:/a:mva:ssl | MVA Sample Repository | SSL | Ubuntu 22.04 | Ubuntu 22.04 | server | Ubuntu 22.04 | Ubuntu 22.04 | server | Ubuntu 22.04 | Ubuntu 22.04 | server | Ubuntu 22.04 | SSL | tcp/443 | Ubuntu 22.04 | SSL | tcp/443 | Ubuntu 22.04 | SSL | tcp/443,2025-11-11,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.20.12.31,asset-011.corp.local,Apache Tomcat AJP Request Injection,CVE-2020-1938,Medium,Yes,P2,650,Apache Tomcat AJP Request Injection detected on 10.20.12.31:8009.,Apache Tomcat AJP Request Injection may expose the affected service to unauthorized access or service disruption.,Apache Tomcat AJP Request Injection was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://tomcat.apache.org/security-9.html | https://tomcat.apache.org/security-9.html | 95091 | https://tomcat.apache.org/security-9.html | 95131 | https://tomcat.apache.org/security-9.html | 95171,cpe:/a:mva:web_servers | MVA Sample Repository | Web Servers | RHEL 8 | RHEL 8 | server | RHEL 8 | RHEL 8 | server | RHEL 8 | RHEL 8 | server | RHEL 8 | Web Application | tcp/8009 | RHEL 8 | Web Application | tcp/8009 | RHEL 8 | Web Application | tcp/8009,2026-04-16,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.20.13.32,asset-012.corp.local,Apache Log4j Remote Code Execution,CVE-2021-44228,Low,No,P4,370,Apache Log4j Remote Code Execution detected on 10.20.13.32:8080.,Apache Log4j Remote Code Execution may expose the affected service to unauthorized access or service disruption.,Apache Log4j Remote Code Execution was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | 95092 | https://logging.apache.org/log4j/2.x/security.html | 95132 | https://logging.apache.org/log4j/2.x/security.html | 95172,cpe:/a:mva:web_servers | MVA Sample Repository | Web Servers | Appliance OS | Appliance OS | server | Appliance OS | Appliance OS | server | Appliance OS | Appliance OS | server | Network Appliance | Web Application | tcp/8080 | Network Appliance | Web Application | tcp/8080 | Network Appliance | Web Application | tcp/8080,2026-01-27,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.20.14.33,asset-013.corp.local,Microsoft SQL Server Unsupported Version,,Critical,Yes,P1,980,Microsoft SQL Server Unsupported Version detected on 10.20.14.33:1433.,Microsoft SQL Server Unsupported Version may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.",Upgrade the affected software to a vendor-supported release and validate with a follow-up scan.,https://learn.microsoft.com/sql/sql-server/end-of-support | https://learn.microsoft.com/sql/sql-server/end-of-support | 95093 | https://learn.microsoft.com/sql/sql-server/end-of-support | 95133 | https://learn.microsoft.com/sql/sql-server/end-of-support | 95173,cpe:/a:mva:databases | MVA Sample Repository | Databases | Windows Server 2019 | Windows Server 2019 | server | Windows Server 2019 | Windows Server 2019 | server | Windows Server 2019 | Windows Server 2019 | server | Windows Server 2019 | Database | tcp/1433 | Windows Server 2019 | Database | tcp/1433 | Windows Server 2019 | Database | tcp/1433,2026-04-18,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.20.15.34,asset-014.corp.local,OpenSSL Security Update Available,CVE-2023-0286,High,Yes,P1,810,OpenSSL Security Update Available detected on 10.20.15.34:443.,OpenSSL Security Update Available may expose the affected service to unauthorized access or service disruption.,"Successful exploitation may allow remote compromise, privilege abuse, or exposure of sensitive services.","Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.openssl.org/news/vulnerabilities.html | https://www.openssl.org/news/vulnerabilities.html | 95094 | https://www.openssl.org/news/vulnerabilities.html | 95134 | https://www.openssl.org/news/vulnerabilities.html | 95174,cpe:/a:mva:general | MVA Sample Repository | General | Ubuntu 22.04 | Ubuntu 22.04 | server | Ubuntu 22.04 | Ubuntu 22.04 | server | Ubuntu 22.04 | Ubuntu 22.04 | server | Ubuntu 22.04 | SSL | tcp/443 | Ubuntu 22.04 | SSL | tcp/443 | Ubuntu 22.04 | SSL | tcp/443,2026-04-19,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.20.16.35,asset-015.corp.local,Remote Desktop Weak Encryption Enabled,,Medium,Yes,P2,650,Remote Desktop Weak Encryption Enabled detected on 10.20.16.35:3389.,Remote Desktop Weak Encryption Enabled may expose the affected service to unauthorized access or service disruption.,Remote Desktop Weak Encryption Enabled was identified during the monthly vulnerability report.,"Apply the vendor security update, restart the affected service if required, and validate with a follow-up scan.",https://www.tenable.com/plugins | https://www.qualys.com/research/security-alerts/ | 95095 | https://www.qualys.com/research/security-alerts/ | 95135 | https://www.qualys.com/research/security-alerts/ | 95175,cpe:/a:mva:windows | MVA Sample Repository | Windows | RHEL 8 | RHEL 8 | server | RHEL 8 | RHEL 8 | server | RHEL 8 | RHEL 8 | server | RHEL 8 | Windows | tcp/3389 | RHEL 8 | Windows | tcp/3389 | RHEL 8 | Windows | tcp/3389,2026-04-20,2026-07-31,Tenable.sc + Tenable.io + Qualys,1
10.40.2.40,cs-asset-021.corp.example,Apache Log4j remote code execution,CVE-2021-44228,High,No,P2,783,Vulnerable Apache Log4j release detected.,Apache Log4j remote code execution,Apache Log4j version matched the vulnerable range for CVE-2021-44228. | Detected vulnerable installed version,"Upgrade Log4j to a vendor-supported fixed release and restart the application service. | Patch Apache Log4j during the approved change window and capture validation evidence. | Upgrade Log4j to a vendor-supported fixed release and restart the application service. | Apply the minimum vendor-supported fixed release. | Test in pre-production, deploy, restart if required, and run a verification scan.",https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://logging.apache.org/log4j/2.x/security.html | https://nvd.nist.gov/vuln/detail/CVE-2021-44228,Linux | Ubuntu 22.04 LTS | 5.15.0-113-generic | Apache Log4j,2025-09-14,2026-07-31,CrowdStrike,1
